FSR_IMU_L,61910,15:1:0,1059,-804,-1521,34,-28,11,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0
FSR_IMU_L,61943,15:1:0,1069,-804,-1521,34,-28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FSR_IMU_L,61978,15:1:0,1064,-824,-1505,20,-29,12,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
FSR_IMU_L,62011,15:1:0,1064,-814,-1492,-48,-27,28,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
FSR_IMU_L,62044,15:1:0,1046,-829,-1485,0,-71,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
FSR_IMU_L,62083,15:1:0,1057,-829,-1496,26,-36,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
FSR_IMU_L,62118,15:1:0,1056,-823,-1511,57,-11,11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
FSR_IMU_L,62189,15:1:0,1065,-823,-1495,1,-22,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FSR_IMU_L,62255,15:1:0,1041,-837,-1516,52,-37,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
FSR_IMU_L,62536,15:1:1,1042,-826,-1514,29,-20,16,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
FSR_IMU_L,62681,15:1:1,1048,-810,-1521,4,-6,18,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
FSR_IMU_L,62825,15:1:1,1056,-814,-1484,-2,-76,41,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
FSR_IMU_L,63008,15:1:1,985,-817,-1668,-120,42,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FSR_IMU_L,63183,15:1:1,999,-817,-1543,-15,-60,4,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0
FSR_IMU_L,63399,15:1:1,1041,-797,-1546,6,-34,29,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
FSR_IMU_L,63576,15:1:2,986,-811,-1565,87,-25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FSR_IMU_L,63792,15:1:2,978,-791,-1591,27,-43,15,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
FSR_IMU_L,63966,15:1:2,964,-765,-1639,23,4,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
FSR_IMU_L,64000,15:1:2,967,-765,-1639,23,4,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
FSR_IMU_L,64071,15:1:2,1007,-818,-1626,2,0,9,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
FSR_IMU_L,64105,15:1:2,968,-814,-1608,59,-1,9,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0
FSR_IMU_L,64138,15:1:2,1001,-814,-1608,59,-1,4,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
FSR_IMU_L,64173,15:1:2,994,-848,-1621,19,-33,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
FSR_IMU_L,64207,15:1:2,994,-808,-1609,-303,88,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
FSR_IMU_L,64240,15:1:2,1004,-788,-1591,-86,112,42,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FSR_IMU_L,64554,15:1:3,1017,-789,-1540,104,-20,16,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
